contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
cellular,230.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,3,1,76
telephone,531.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,53
telephone,644.5,1.4,94.465,-41.8,4.959,5228.1,1002.0,1,1,49
cellular,38.0,-1.8,92.893,-46.2,1.334,5099.1,1002.0,2,2,48
cellular,35.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,2,1,67
cellular,163.0,1.4,93.918,-42.7,4.961,5228.1,1005.0,1,1,59
cellular,407.0,1.4,93.444,-36.1,4.968,5228.1,1001.0,0,1,57
cellular,256.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,0,1,37
telephone,644.5,1.1,93.994,-36.4,4.856,5191.0,1001.0,3,1,64
telephone,67.0,1.4,94.465,-41.8,4.866,5228.1,1001.0,0,1,56
telephone,644.5,1.4,94.465,-41.8,4.866,5228.1,1002.0,0,1,47
cellular,446.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,3,1,55
cellular,102.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,2,1,61
cellular,52.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,0,1,41
telephone,253.0,1.4,94.465,-41.8,4.961,5228.1,1003.0,3,1,65
cellular,543.0,1.4,93.918,-42.7,4.968,5228.1,1000.0,2,1,37
cellular,66.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,0,1,29
cellular,30.0,1.4,93.444,-36.1,4.968,5228.1,1001.0,0,1,45
cellular,94.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,2,1,60
telephone,37.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,2,1,53
cellular,219.0,-1.8,93.369,-34.8,0.653,5008.7,1000.0,0,1,40
cellular,92.0,-3.4,92.649,-30.1,0.716,5017.5,1001.0,2,1,43
cellular,291.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,2,1,66
cellular,296.0,1.4,93.444,-36.1,4.964,5228.1,1002.0,0,1,43
cellular,259.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,3,1,43
cellular,118.0,-1.8,92.893,-46.2,1.334,5099.1,1000.0,2,1,45
cellular,41.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,2,1,63
cellular,108.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,1,1,58
cellular,291.0,1.4,93.918,-42.7,4.968,5228.1,1000.0,0,1,54
cellular,247.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,2,1,41
cellular,530.0,-1.1,94.199,-37.5,0.879,4963.6,997.0,2,3,44
cellular,644.5,-1.8,92.893,-46.2,1.327,5099.1,1001.0,2,1,33
telephone,222.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,57
cellular,82.0,1.4,93.444,-36.1,4.964,5228.1,1004.0,2,1,48
cellular,121.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,4,1,52
telephone,48.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,2,1,60
telephone,88.0,-2.9,92.201,-31.4,0.883,5076.2,1001.0,2,1,48
telephone,38.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,0,1,46
cellular,184.0,-1.8,92.893,-46.2,1.344,5099.1,1002.0,0,2,45
cellular,200.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,48
telephone,170.0,1.1,93.994,-36.4,4.864,5191.0,1001.0,0,1,41
telephone,644.5,1.1,93.994,-36.4,4.864,5191.0,1001.0,2,1,65
cellular,644.5,-1.8,93.075,-47.1,1.41,5099.1,1000.0,2,1,73
cellular,81.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,2,1,58
cellular,263.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,44
cellular,97.0,1.4,93.918,-42.7,4.96,5228.1,1002.0,1,1,56
telephone,4.0,-1.7,94.027,-38.3,0.888,4991.6,1000.0,2,1,63
telephone,128.0,1.4,94.465,-41.8,4.958,5228.1,1000.0,2,1,57
telephone,515.0,1.1,93.994,-36.4,4.864,5191.0,1001.0,0,1,50
telephone,617.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,53
telephone,644.5,-3.4,92.649,-30.1,0.714,5017.5,1002.0,2,1,40
telephone,644.5,1.1,93.994,-36.4,4.859,5191.0,1002.0,2,1,58
telephone,644.5,1.4,94.465,-41.8,4.958,5228.1,1000.0,0,1,45
telephone,183.0,1.1,93.994,-36.4,4.86,5191.0,1004.0,2,1,42
telephone,31.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,1,1,49
cellular,123.0,-1.1,94.601,-49.5,0.977,4963.6,997.0,0,2,37
telephone,185.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,3,1,69
cellular,399.0,-1.8,93.075,-47.1,1.483,5099.1,1002.0,0,1,60
cellular,219.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,2,1,47
cellular,92.0,-2.9,92.469,-33.6,1.085,5076.2,1000.0,4,1,66
telephone,44.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,1,1,40
telephone,440.0,1.4,94.465,-41.8,4.962,5228.1,1000.0,4,1,35
cellular,422.0,1.4,93.444,-36.1,4.965,5228.1,1004.0,2,1,48
cellular,226.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,2,1,46
cellular,257.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,3,1,43
telephone,183.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,2,1,28
cellular,340.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,0,1,53
telephone,22.0,-1.8,92.893,-46.2,1.334,5099.1,1005.0,1,1,51
cellular,180.0,1.4,93.444,-36.1,4.962,5228.1,1005.0,4,1,53
cellular,415.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,3,1,38
cellular,68.0,-1.8,92.893,-46.2,1.299,5099.1,1000.0,4,1,43
telephone,267.0,1.4,94.465,-41.8,4.865,5228.1,1000.0,2,1,62
cellular,405.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,0,1,65
cellular,147.0,-2.9,92.201,-31.4,0.879,5076.2,1002.0,0,1,79
telephone,202.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,1,1,55
telephone,296.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0,1,55
cellular,276.0,-2.9,92.963,-40.8,1.268,5076.2,1001.0,2,1,47
cellular,200.0,-1.1,94.767,-50.8,1.046,4963.6,997.0,2,3,51
cellular,169.0,-1.8,93.075,-47.1,1.41,5099.1,1000.0,1,1,60
cellular,197.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,2,1,27
telephone,166.0,1.4,93.918,-42.7,4.961,5228.1,1005.0,2,1,42
telephone,16.0,-1.8,92.893,-46.2,1.266,5099.1,1004.0,2,1,37
cellular,355.0,-1.7,94.215,-40.3,0.884,4991.6,997.0,2,4,36
cellular,353.0,-1.8,93.075,-47.1,1.415,5099.1,1001.0,0,1,47
telephone,644.5,1.4,94.465,-41.8,4.864,5228.1,1001.0,3,1,43
telephone,215.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,3,1,65
cellular,60.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,0,1,48
cellular,103.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,3,1,62
telephone,124.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1,1,56
telephone,248.0,1.1,93.994,-36.4,4.857,5191.0,1005.0,2,1,68
telephone,25.0,-1.8,92.893,-46.2,1.281,5099.1,1000.0,2,1,41
cellular,644.5,-1.8,92.893,-46.2,1.266,5099.1,997.0,1,3,34
cellular,235.0,-1.8,92.893,-46.2,1.259,5099.1,1001.0,2,1,66
telephone,399.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,3,1,50
cellular,124.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,2,1,62
cellular,362.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,1,1,58
cellular,38.0,1.4,93.444,-36.1,4.962,5228.1,1001.0,0,1,59
cellular,76.0,-2.9,92.963,-40.8,1.268,5076.2,1002.0,0,1,31
cellular,176.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,2,1,47
cellular,111.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,0,1,35
telephone,228.0,-1.1,94.199,-37.5,0.883,4963.6,1002.0,2,2,65
cellular,79.0,-3.4,92.649,-30.1,0.714,5017.5,1005.0,2,2,73
cellular,473.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,40
cellular,71.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,3,1,47
cellular,171.0,-1.7,94.027,-38.3,0.894,4991.6,1003.0,0,1,62
telephone,27.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,3,1,53
telephone,247.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,0,1,37
telephone,148.0,1.1,93.994,-36.4,4.86,5191.0,1003.0,3,1,63
cellular,90.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,44
cellular,644.5,1.4,93.918,-42.7,4.958,5228.1,1004.0,2,1,43
cellular,43.0,-1.8,92.893,-46.2,1.344,5099.1,1004.0,0,1,61
telephone,36.0,1.4,94.465,-41.8,4.967,5228.1,1005.0,0,1,53
cellular,129.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,42
cellular,304.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,2,1,45
cellular,429.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,2,1,59
cellular,350.0,-1.8,92.893,-46.2,1.299,5099.1,1002.0,3,1,34
telephone,61.0,1.1,93.994,-36.4,4.858,5191.0,1003.0,3,1,49
telephone,641.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,3,1,41
telephone,644.5,-1.1,94.199,-37.5,0.877,4963.6,997.0,2,2,46
telephone,168.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,2,1,44
cellular,234.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,1,1,39
cellular,131.0,-3.4,92.431,-26.949999999999992,0.739,5017.5,1001.0,0,1,42
cellular,73.0,-3.4,92.431,-26.949999999999992,0.74,5017.5,1000.0,0,1,57
telephone,55.0,1.4,94.465,-41.8,4.962,5228.1,1001.0,2,1,39
telephone,302.0,-1.7,94.055,-39.8,0.711,4991.6,1000.0,2,1,50
cellular,181.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,52
telephone,165.0,1.1,93.994,-36.4,4.859,5191.0,1005.0,1,1,51
telephone,196.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,5,1,41
cellular,203.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2,1,42
cellular,277.0,-2.9,92.963,-40.8,1.26,5076.2,1002.0,0,1,79
telephone,644.5,1.1,93.994,-36.4,4.86,5191.0,1000.0,1,1,51
telephone,193.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,1,1,50
telephone,86.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,2,1,29
telephone,149.0,1.4,94.465,-41.8,4.962,5228.1,1001.0,2,1,40
cellular,171.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,2,1,40
cellular,111.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,57
cellular,144.0,1.4,93.444,-36.1,4.97,5228.1,1000.0,1,1,72
cellular,152.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,3,1,48
cellular,337.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,2,1,51
cellular,226.0,-2.9,92.469,-33.6,0.979,5076.2,1001.0,2,1,34
cellular,136.0,-1.8,92.893,-46.2,1.25,5099.1,1003.0,0,1,30
telephone,89.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,2,1,43
telephone,644.5,1.4,94.465,-41.8,4.958,5228.1,1000.0,1,1,57
cellular,409.0,-1.1,94.199,-37.5,0.877,4963.6,1001.0,4,1,40
telephone,106.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,35
cellular,97.0,1.4,93.444,-36.1,4.962,5228.1,1001.0,2,1,53
cellular,138.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,1,1,43
cellular,178.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,2,1,53
telephone,363.0,1.4,94.465,-41.8,4.959,5228.1,1000.0,2,1,45
cellular,545.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,3,1,58
cellular,116.0,-0.1,93.2,-42.0,4.153,5195.8,1005.0,2,1,72
cellular,84.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,46
cellular,644.5,1.4,93.918,-42.7,4.963,5228.1,1000.0,1,1,42
cellular,276.0,-1.8,92.893,-46.2,1.291,5099.1,1002.0,2,1,52
telephone,134.0,1.1,93.994,-36.4,4.859,5191.0,1003.0,2,1,50
cellular,323.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,5,1,65
cellular,626.0,1.4,93.918,-42.7,4.958,5228.1,1002.0,3,1,53
cellular,128.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,2,1,47
telephone,514.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,5,1,61
cellular,144.0,-1.8,92.893,-46.2,1.334,5099.1,1000.0,2,1,66
cellular,404.0,-1.8,93.876,-40.0,0.684,5008.7,997.0,0,3,63
cellular,124.0,1.4,93.918,-42.7,4.968,5228.1,1002.0,0,1,62
telephone,346.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,3,1,44
cellular,241.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,1,1,52
telephone,180.0,1.4,94.465,-41.8,4.959,5228.1,1003.0,2,1,65
telephone,536.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,3,1,66
cellular,108.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,0,1,36
cellular,207.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,2,1,53
cellular,402.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,32
cellular,221.0,-0.1,93.2,-42.0,4.191,5195.8,1001.0,0,1,49
telephone,68.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,37
telephone,205.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,2,1,46
telephone,363.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,0,1,57
telephone,376.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,5,1,41
cellular,644.5,1.4,93.918,-42.7,4.962,5228.1,1001.0,2,1,59
cellular,105.0,1.4,93.444,-36.1,4.962,5228.1,1002.0,5,1,53
cellular,399.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,3,1,50
cellular,128.0,1.4,93.918,-42.7,4.968,5228.1,1000.0,0,1,39
telephone,225.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,2,1,33
cellular,284.0,-1.8,92.893,-46.2,1.244,5099.1,1002.0,3,1,40
telephone,98.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,4,1,48
telephone,256.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,46
cellular,106.0,-2.9,92.469,-33.6,1.029,5076.2,1000.0,2,1,52
cellular,644.5,-1.8,92.893,-46.2,1.299,5099.1,1000.0,2,1,36
cellular,558.0,-1.8,92.893,-46.2,1.27,5099.1,1001.0,2,1,41
telephone,28.0,1.1,93.994,-36.4,4.864,5191.0,1005.0,3,1,48
cellular,151.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,43
cellular,147.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,2,1,57
cellular,154.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,47
cellular,48.0,1.4,93.918,-42.7,4.968,5228.1,1002.0,3,1,62
telephone,54.0,1.4,93.918,-42.7,4.957,5228.1,1005.0,2,1,60
telephone,69.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,46
cellular,101.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,2,1,40
telephone,215.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1,1,44
telephone,644.5,1.1,93.994,-36.4,4.857,5191.0,1002.0,2,1,52
cellular,216.0,-0.1,93.2,-42.0,4.076,5195.8,1003.0,2,1,48
cellular,102.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,3,1,62
telephone,33.0,-1.8,92.893,-46.2,1.244,5099.1,1004.0,2,1,57
cellular,644.5,-1.8,92.893,-46.2,1.344,5099.1,1000.0,0,1,45
cellular,355.0,-1.7,94.215,-40.3,0.884,4991.6,997.0,2,3,40
cellular,453.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,2,1,26
telephone,54.0,-1.8,92.893,-46.2,1.244,5099.1,1003.0,3,1,46
cellular,131.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,0,1,33
cellular,48.0,-2.9,92.201,-31.4,0.883,5076.2,1001.0,0,1,73
telephone,73.0,1.4,94.465,-41.8,4.865,5228.1,1002.0,2,1,52
cellular,48.0,-1.8,92.893,-46.2,1.327,5099.1,1000.0,0,1,42
telephone,159.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,3,1,37
cellular,323.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,0,1,48
telephone,271.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,0,1,34
telephone,133.0,1.4,94.465,-41.8,4.967,5228.1,1002.0,3,1,43
cellular,504.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,44
cellular,354.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,2,1,64
telephone,511.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,2,1,34
cellular,99.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2,1,53
cellular,124.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,4,1,59
telephone,236.0,1.4,94.465,-41.8,4.864,5228.1,1005.0,0,1,53
telephone,210.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,1,1,68
cellular,579.0,1.4,93.918,-42.7,4.957,5228.1,1001.0,2,1,64
cellular,281.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,1,1,53
cellular,21.0,-0.1,93.2,-42.0,4.021,5195.8,1005.0,2,1,65
cellular,106.0,-2.9,92.201,-31.4,0.884,5076.2,1000.0,2,1,39
telephone,128.0,1.4,94.465,-41.8,4.961,5228.1,1005.0,2,1,32
cellular,139.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,0,1,40
cellular,644.5,1.4,93.918,-42.7,4.957,5228.1,1002.0,2,1,50
cellular,63.0,1.4,93.444,-36.1,4.965,5228.1,1005.0,2,1,59
telephone,145.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,1,1,39
telephone,234.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,3,1,53
cellular,12.0,-1.8,92.893,-46.2,1.299,5099.1,1004.0,4,1,35
telephone,72.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,1,1,39
cellular,596.0,-1.8,93.075,-47.1,1.479,5099.1,1001.0,2,1,45
cellular,101.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,64
cellular,638.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,0,1,45
cellular,155.0,-3.4,92.431,-26.949999999999992,0.72,5017.5,997.0,0,3,78
cellular,188.0,-1.7,94.027,-38.3,0.904,4991.6,997.0,0,5,40
cellular,282.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,3,1,39
cellular,233.0,-1.8,92.843,-50.0,1.56,5099.1,1000.0,0,1,82
telephone,77.0,1.4,94.465,-41.8,4.96,5228.1,1004.0,0,1,67
cellular,243.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,2,1,50
cellular,160.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,2,1,48
cellular,506.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,0,1,59
cellular,191.0,1.4,93.918,-42.7,4.957,5228.1,1005.0,0,1,50
cellular,163.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,52
cellular,167.0,-1.8,92.893,-46.2,1.25,5099.1,1002.0,0,1,44
cellular,61.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,5,1,64
cellular,119.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2,1,46
telephone,147.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,35
cellular,234.0,-1.8,92.893,-46.2,1.344,5099.1,1002.0,2,2,43
telephone,233.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,49
telephone,137.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,0,1,39
telephone,184.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,60
cellular,171.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,66
cellular,122.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,49
cellular,193.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,2,1,65
telephone,177.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,45
telephone,193.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0,1,49
cellular,35.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,3,1,55
cellular,108.0,-1.8,92.893,-46.2,1.266,5099.1,1003.0,2,1,32
cellular,178.0,-3.4,92.649,-30.1,0.715,5017.5,1000.0,0,1,78
cellular,382.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,0,1,54
cellular,187.0,-1.8,93.075,-47.1,1.365,5099.1,1005.0,0,1,53
cellular,126.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,0,1,55
telephone,113.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,47
telephone,130.0,1.4,94.465,-41.8,4.961,5228.1,1005.0,1,1,46
telephone,127.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,55
telephone,312.0,1.1,93.994,-36.4,4.864,5191.0,1005.0,1,1,36
cellular,604.0,-1.1,94.601,-49.5,1.037,4963.6,1001.0,0,1,64
telephone,192.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,3,1,54
cellular,184.0,-1.7,94.215,-40.3,0.861,4991.6,997.0,0,3,40
cellular,128.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,1,1,45
cellular,386.0,-1.8,92.893,-46.2,1.266,5099.1,1002.0,3,1,50
cellular,364.0,-1.8,92.893,-46.2,1.313,5099.1,1004.0,2,1,35
cellular,136.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,37
cellular,170.0,-1.8,92.893,-46.2,1.244,5099.1,1002.0,3,2,39
cellular,133.0,-3.4,92.431,-26.949999999999992,0.724,5017.5,1000.0,2,1,37
cellular,118.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2,1,53
telephone,210.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,3,1,52
telephone,291.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,2,1,50
cellular,644.5,-0.1,93.2,-42.0,4.021,5195.8,1005.0,2,1,61
cellular,148.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,39
telephone,115.0,-2.9,92.201,-31.4,0.881,5076.2,1001.0,2,1,66
cellular,312.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,3,1,55
cellular,108.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,36
cellular,77.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,2,1,33
cellular,94.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,0,1,51
cellular,59.0,1.4,93.918,-42.7,4.968,5228.1,1005.0,1,1,71
telephone,383.0,-3.4,92.649,-30.1,0.72,5017.5,1000.0,4,1,82
cellular,175.0,-2.9,92.963,-40.8,1.26,5076.2,1002.0,2,1,67
telephone,85.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,46
cellular,145.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,3,1,61
cellular,114.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,39
cellular,296.0,-1.8,92.893,-46.2,1.291,5099.1,1000.0,0,1,51
cellular,420.0,1.4,93.444,-36.1,4.968,5228.1,1001.0,2,1,58
cellular,255.0,-2.9,92.963,-40.8,1.268,5076.2,1000.0,0,1,40
telephone,36.0,1.4,93.918,-42.7,4.955,5228.1,1000.0,0,1,31
telephone,644.5,1.4,94.465,-41.8,4.967,5228.1,1000.0,2,1,45
telephone,75.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,1,1,36
telephone,476.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,3,1,41
cellular,282.0,-1.8,92.893,-46.2,1.27,5099.1,1000.0,0,1,55
cellular,200.0,1.4,93.444,-36.1,4.966,5228.1,1001.0,2,1,47
telephone,240.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,26
cellular,542.0,-1.8,93.075,-47.1,1.453,5099.1,1003.0,2,1,70
telephone,523.0,-1.8,93.075,-47.1,1.445,5099.1,1001.0,2,1,40
cellular,233.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,39
cellular,295.0,-1.8,92.893,-46.2,1.344,5099.1,1000.0,0,1,50
cellular,377.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,3,1,60
cellular,173.0,-1.8,92.893,-46.2,1.281,5099.1,1005.0,2,1,48
cellular,103.0,1.4,93.918,-42.7,4.961,5228.1,1003.0,2,1,38
telephone,252.0,1.1,93.994,-36.4,4.856,5191.0,1004.0,0,1,43
cellular,250.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,5,1,51
telephone,75.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,0,2,34
cellular,453.0,-1.7,94.027,-38.3,0.9,4991.6,1001.0,3,1,45
telephone,146.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,0,1,36
telephone,583.0,1.4,94.465,-41.8,4.959,5228.1,1003.0,2,1,35
cellular,83.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,0,1,57
telephone,154.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,28
telephone,418.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,0,1,54
cellular,36.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,51
telephone,254.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,2,1,64
cellular,208.0,1.4,93.918,-42.7,4.96,5228.1,1005.0,0,1,62
telephone,274.0,1.1,93.994,-36.4,4.864,5191.0,1001.0,2,1,39
cellular,285.0,-1.8,93.075,-47.1,1.41,5099.1,1000.0,0,1,48
telephone,203.0,1.4,94.465,-41.8,4.959,5228.1,1003.0,0,1,31
telephone,86.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,0,1,54
cellular,289.0,-1.8,93.876,-40.0,0.683,5008.7,997.0,0,6,69
telephone,262.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,2,1,43
cellular,67.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,4,1,48
telephone,238.0,1.1,93.994,-36.4,4.858,5191.0,1002.0,2,1,39
cellular,219.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,3,1,50
cellular,191.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,0,1,49
cellular,182.0,1.4,93.444,-36.1,4.97,5228.1,1002.0,2,1,55
cellular,644.5,-1.8,93.369,-34.8,0.653,5008.7,1000.0,2,1,66
telephone,188.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1,1,72
telephone,193.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2,1,48
cellular,36.0,-1.8,92.893,-46.2,1.313,5099.1,1005.0,0,1,46
telephone,161.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,0,1,47
cellular,128.0,-1.1,94.767,-50.8,1.048,4963.6,1002.0,2,1,37
